year,province,total_emissions_mt_co2,coal_related_emissions_mt_co2,es_proxy,source_file,source_sheet
2022,江西,223.64507494647285,184.1820038030075,0.8235459861885605,2022年30个省份排放清单.xlsx,Jiangxi2022
2022,河北,862.2737218567677,761.94834537248,0.8836501983752293,2022年30个省份排放清单.xlsx,Hebei2022
2022,河南,528.9758247770685,400.41917350740016,0.7569706492279732,2022年30个省份排放清单.xlsx,Henan2022
2022,浙江,460.8945793590813,292.00732122598833,0.6335664039096595,2022年30个省份排放清单.xlsx,Zhejiang2022
2022,海南,44.69193454012145,19.660374072814566,0.4399087726928622,2022年30个省份排放清单.xlsx,Hainan2022
2022,湖北,372.81024971311103,252.78879759662408,0.6780628960473937,2022年30个省份排放清单.xlsx,Hubei2022
2022,湖南,307.0580380809636,191.58919720360038,0.6239510888592438,2022年30个省份排放清单.xlsx,Hunan2022
2022,甘肃,195.74119356745527,157.32876964098145,0.8037591207737459,2022年30个省份排放清单.xlsx,Gansu2022
2022,福建,299.21951234373284,208.68482503033093,0.6974305365172881,2022年30个省份排放清单.xlsx,Fujian2022
2022,贵州,251.86653109965488,179.27729445781003,0.7117948290909529,2022年30个省份排放清单.xlsx,Guizhou2022
2022,辽宁,525.7134791513354,419.95750093806726,0.7988334284599454,2022年30个省份排放清单.xlsx,Liaoning2022
2022,重庆,162.0552230957457,101.01131042388731,0.6233141301728218,2022年30个省份排放清单.xlsx,Chongqing2022
2022,陕西,365.5261290612862,301.04409979958155,0.823591190519534,2022年30个省份排放清单.xlsx,Shaanxi2022
2022,青海,55.33343447417011,33.96702652361852,0.6138608030823476,2022年30个省份排放清单.xlsx,Qinghai2022
2022,黑龙江,273.293395891859,220.08029937847041,0.8052894899280889,2022年30个省份排放清单.xlsx,Heilongjiang2022
