province,上海,云南,内蒙古,北京,吉林,四川,天津,宁夏,安徽,山东,山西,广东,广西,新疆,江苏,江西,河北,河南,浙江,海南,湖北,湖南,甘肃,福建,贵州,辽宁,重庆,陕西,青海,黑龙江
湖北,0.0014533019435752944,0.0007725174388987583,0.0008603827747619433,0.0009489279414044072,0.0005654222526540778,0.0010215946116636896,0.001014663260836687,0.0008751533245226483,0.003151532013586852,0.0013850942634788513,0.0012128975454901345,0.0011968422066251454,0.0009550736902736454,0.00036183215835615276,0.0022009281575364457,0.0038145525620699628,0.0012050382747636106,0.0021374349236456397,0.0017786118795625762,0.0008071112882417044,0.0,0.0033922545886975334,0.0008719484549202434,0.00142660380643246,0.001157504861810324,0.0006712000585710749,0.0013176094529501728,0.0015443242261998125,0.0007472800997293476,0.0005006538487546984
湖南,0.0011280889394661335,0.0009267742874835812,0.0007098070697994239,0.0007465329874654636,0.0004848050452441046,0.0011041161871424756,0.0007837209161981387,0.0007692100513993893,0.0017211714077643538,0.000984789935335094,0.0009300403149654096,0.0017717015232536048,0.0013185533762387644,0.00035130939841428974,0.0014251663534880627,0.0034538649438358403,0.0009054006619917632,0.0013647525946153182,0.001363269990092799,0.0010564957013800876,0.0033922545886975334,0.0,0.0008150103366425924,0.0014957637046851368,0.0015518623519822842,0.0005605969041970601,0.0015432038789754989,0.001288571751617904,0.0007108164645176889,0.0004363322226547252
甘肃,0.0005825243812362329,0.0008132285266842261,0.0011575995304253781,0.0008464151011956566,0.0004949445168403916,0.00166468323415315,0.0008164747409558435,0.0029003233854745496,0.0007548770339262476,0.0008467796789567707,0.0012494458156069714,0.0005875512175424272,0.0006518585521816792,0.0006160225299772014,0.000691750024273882,0.000715534893746039,0.0010282775369962283,0.0011071926473098612,0.0006071654882505328,0.0005286332725346615,0.0008719484549202434,0.0008150103366425924,0.0,0.0005429866085601004,0.0009182007233506893,0.0005534110571159505,0.001302925943503088,0.0019735196256021434,0.005164974438978126,0.0004568702560747321
福建,0.0016365388058441686,0.0005997137662008684,0.0005605360908609107,0.0006405529877320644,0.0004869583348326192,0.0006352291692220827,0.0006828396735172759,0.000543605802182684,0.0014864421354199148,0.0008342048006389533,0.0006869126099947923,0.0014455705246014439,0.0008555443241996967,0.00028879965610625587,0.0015026830868980238,0.002251527347411878,0.0007115879629835388,0.0009040592631707071,0.0021022953012766387,0.000879315717593688,0.00142660380643246,0.0014957637046851368,0.0005429866085601004,0.0,0.0007963328796401786,0.0005591466684997812,0.0007601020658181232,0.0007419876402296645,0.0004924573181302455,0.0004379114445712632
贵州,0.0006555481933211274,0.002296358283620895,0.0006069040908662571,0.0005774170518847196,0.0003922780715727056,0.0019150483092242408,0.0005877386847736558,0.0007561361513791817,0.0008466567824160166,0.0006736800012208069,0.0007308761511971871,0.0013061134025143424,0.002232736590759878,0.00038896958393501056,0.0007598934799457701,0.0010711528267044355,0.0006808138150155279,0.0008881751712500876,0.0007265691057790393,0.0012252404403851995,0.001157504861810324,0.0015518623519822842,0.0009182007233506893,0.0007963328796401786,0.0,0.00043899724262257145,0.0030377007552662228,0.0011352213385412084,0.0008262731819065049,0.00036134893561352475
辽宁,0.000842017265467912,0.00037542515572543654,0.0010128050332030925,0.0015952236775817195,0.0035832576832088726,0.00047060288838732966,0.0016517202434677442,0.0006659714825422706,0.0008117308471800043,0.0012598734737987532,0.0009745027122983672,0.0004385892892866106,0.00039458418799621426,0.00034392950006970654,0.0008615474030246215,0.0006211754971033165,0.0011528801172722945,0.0008652707907218358,0.0007616528724088946,0.0003681737485606742,0.0006712000585710749,0.0005605969041970601,0.0005534110571159505,0.0005591466684997812,0.00043899724262257145,0.0,0.0004897887270367393,0.0006592917704657386,0.0005138928074210396,0.001959790539176311
重庆,0.0006910904344207499,0.0016015195826862868,0.0007467522768946836,0.000683149654555424,0.00043383126662274333,0.003759657079100398,0.0006910338927086152,0.0010064948050781356,0.000941597903384374,0.0007948091379142034,0.0009252942994660205,0.001019160120202061,0.0013026752599379972,0.00043421411005748357,0.0008310098881051194,0.001090855348322957,0.0008334761411422744,0.0011242715109113046,0.0007590750951207913,0.0008891807049702609,0.0013176094529501728,0.0015432038789754989,0.001302925943503088,0.0007601020658181232,0.0030377007552662228,0.0004897887270367393,0.0,0.0017414358503342934,0.001107807023420621,0.0003975572922887744
陕西,0.0008210771287572185,0.0008412201586713977,0.001303274207281454,0.001097668850787885,0.0005657640266439693,0.0016435412310348851,0.0010968702785059533,0.0019051302099984363,0.0012179328837090037,0.0012874462403759872,0.0019448316446264717,0.0007644167571389369,0.0007852723329650696,0.00047251948155664403,0.00105655482430034,0.0011051558345388807,0.0015334410250186948,0.00229523129512113,0.0008759569188553445,0.00062960844192927,0.0015443242261998125,0.001288571751617904,0.0019735196256021434,0.0007419876402296645,0.0011352213385412084,0.0006592917704657386,0.0017414358503342934,0.0,0.0014281199013704764,0.0005081196704412837
青海,0.0005237839003461076,0.000774605002368772,0.0010246996330181125,0.000753961335240398,0.0004660353961966499,0.0014367059216214507,0.0007250567530551377,0.002240061076232476,0.000658705953699691,0.0007371543246395358,0.0010387634003465652,0.0005368125035252236,0.0006030877914035767,0.0006945895875487506,0.000610380429418575,0.0006302020861944074,0.0008810130326762726,0.0009152810861112615,0.0005433115107979549,0.0004941829858615463,0.0007472800997293476,0.0007108164645176889,0.005164974438978126,0.0004924573181302455,0.0008262731819065049,0.0005138928074210396,0.001107807023420621,0.0014281199013704764,0.0,0.0004343684295560772
黑龙江,0.000596774440392056,0.0003185009243771805,0.0007531761502267428,0.0009460552417174595,0.004301566964663532,0.0003885043009706006,0.0009356186455159589,0.0005381921140790112,0.0005740078723735658,0.0007750184003730309,0.0006858826097482821,0.00035840897288481416,0.00032903347266302933,0.0003270668980416466,0.0005993883029809089,0.00047171933398388227,0.000758564949495149,0.0006091972178680206,0.0005524766719155589,0.0003099649809127766,0.0005006538487546984,0.0004363322226547252,0.0004568702560747321,0.0004379114445712632,0.00036134893561352475,0.001959790539176311,0.0003975572922887744,0.0005081196704412837,0.0004343684295560772,0.0
